2708710 "The Curse of the Egyptian Pyramid ""Remaster Edition""", $0.00 | Metacritic: 0 | Released: 12/3/2023 0:00 | 16 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2688900 Super Algebrawl, $5.99 | Metacritic: 0 | Released: 1/18/2024 0:00 | 12 achievements | Reviews: 82 (75 +, 7 -), Score: 8
2692040 ThroneForge - The Fortress War, $5.99 | Metacritic: 0 | Released: 1/9/2024 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2706210 Trace Hunters, $5.99 | Metacritic: 0 | Released: 7/23/2024 0:00 | 0 achievements | Reviews: 14 (12 +, 2 -), Score: 7
2707260 Wargame Construction Set, $5.99 | Metacritic: 0 | Released: 12/19/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2707270 Wargame Construction Set II: Tanks!, $5.99 | Metacritic: 0 | Released: 12/19/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2707280 Wargame Construction Set III: Age of Rifles 1846-1905, $5.99 | Metacritic: 0 | Released: 12/19/2023 0:00 | 0 achievements | Reviews: 12 (11 +, 1 -), Score: 7
2710120 再见吧！义父！, $5.99 | Metacritic: 0 | Released: 5/7/2024 0:00 | 18 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2710060 西门立志传, $5.99 | Metacritic: 0 | Released: 7/31/2024 0:00 | 40 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2687130 Aculeata, $6.99 | Metacritic: 0 | Released: 12/29/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2695230 Barbarians & Beasts, $6.99 | Metacritic: 0 | Released: 12/8/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2698690 Champion Road, $6.99 | Metacritic: 0 | Released: 2/19/2024 0:00 | 48 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2695480 Chasm Crawl, $6.99 | Metacritic: 0 | Released: 4/16/2024 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2703000 Christmas Yarn 2, $6.99 | Metacritic: 0 | Released: 12/13/2023 0:00 | 14 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2690700 Golden Rails: Harvest of Riddles, $6.99 | Metacritic: 0 | Released: 12/7/2023 0:00 | 69 achievements | Reviews: 7 (6 +, 1 -), Score: 0
2711280 Her Soft Hands, $6.99 | Metacritic: 0 | Released: 5/3/2024 0:00 | 0 achievements | Reviews: 4 (2 +, 2 -), Score: 0
2690810 Hidden Object Secrets: Family Revenge Collector's Edition, $6.99 | Metacritic: 0 | Released: 12/3/2023 0:00 | 0 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2717260 I'm counting to 6..., $6.99 | Metacritic: 0 | Released: 1/26/2024 0:00 | 6 achievements | Reviews: 157 (129 +, 28 -), Score: 8
2703790 Jumpfox: Always Running, $6.99 | Metacritic: 0 | Released: 1/19/2024 0:00 | 10 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2696400 Magical Mic Duel: Senpai Hear My Spell, $6.99 | Metacritic: 0 | Released: 5/23/2024 0:00 | 0 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2705900 Neocon Tower Defence 3, $6.99 | Metacritic: 0 | Released: 2/3/2024 0:00 | 16 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2704250 Nexus Travelers: Hero of Elocea, $6.99 | Metacritic: 0 | Released: 12/20/2023 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2689060 Nordland Mahjongg, $6.99 | Metacritic: 0 | Released: 11/25/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2706230 Purgatory Salvation, $6.99 | Metacritic: 0 | Released: 1/16/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2703590 Pussy Kingdom: Queen of Passion, $6.99 | Metacritic: 0 | Released: 4/12/2024 0:00 | 0 achievements | Reviews: 4 (0 +, 4 -), Score: 0
2698700 Roku and Rei, $6.99 | Metacritic: 0 | Released: 6/10/2024 0:00 | 31 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2687590 Sanctuary in Time, $6.99 | Metacritic: 0 | Released: 12/4/2023 0:00 | 0 achievements | Reviews: 8 (8 +, 0 -), Score: 0
2690090 Seven Second Summer Camp, $6.99 | Metacritic: 0 | Released: 5/28/2024 0:00 | 2 achievements | Reviews: 10 (9 +, 1 -), Score: 7
2687490 Super Drunken Guy, $6.99 | Metacritic: 0 | Released: 4/5/2024 0:00 | 11 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2715700 Teeny Tiny Town, $6.99 | Metacritic: 0 | Released: 7/3/2024 0:00 | 20 achievements | Reviews: 16 (15 +, 1 -), Score: 7
2706340 The Caped Crusader, $6.99 | Metacritic: 0 | Released: 12/14/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2715590 TryAndLove, $6.99 | Metacritic: 0 | Released: 1/25/2024 0:00 | 26 achievements | Reviews: 24 (17 +, 7 -), Score: 6
2693120 XBPlay, $6.99 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 241 (188 +, 53 -), Score: 6
2698110 冬眠（hibernation）, $6.99 | Metacritic: 0 | Released: 5/5/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2719190 撩妹模拟器：渣男的秘密, $6.99 | Metacritic: 0 | Released: 5/17/2024 | 12 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2703070 24H Stories: The Rule 7, $7.99 | Metacritic: 0 | Released: 2/6/2024 0:00 | 6 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2687300 Aarik And The Ruined Kingdom, $7.99 | Metacritic: 0 | Released: 6/20/2024 0:00 | 40 achievements | Reviews: 16 (16 +, 0 -), Score: 7
2696680 BABAVA's Playspace, $7.99 | Metacritic: 0 | Released: 7/18/2024 0:00 | 9 achievements | Reviews: 6 (4 +, 2 -), Score: 0
2714970 Backrooms Media, $7.99 | Metacritic: 0 | Released: 9/10/2024 0:00 | 14 achievements | Reviews: 103 (50 +, 53 -), Score: 5
2687680 Barrhell, $7.99 | Metacritic: 0 | Released: 7/24/2024 0:00 | 6 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2710420 BUMS, $7.99 | Metacritic: 0 | Released: 3/8/2024 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2711490 Commando, $7.99 | Metacritic: 0 | Released: 6/21/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2687960 Desolate City: Last Show, $7.99 | Metacritic: 0 | Released: 5/14/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2718500 Escape from Blackwood, $7.99 | Metacritic: 0 | Released: 1/1/2024 0:00 | 3 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2687530 Fairy Carrots, $7.99 | Metacritic: 0 | Released: 1/10/2024 0:00 | 6 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2717390 Heading Home, $7.99 | Metacritic: 0 | Released: 12/27/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2692430 Historical Fashion Dress Up, $7.99 | Metacritic: 0 | Released: 3/21/2024 0:00 | 16 achievements | Reviews: 17 (16 +, 1 -), Score: 7
2716550 It's Grim Up North | Chapter 1, $7.99 | Metacritic: 0 | Released: 4/26/2024 0:00 | 20 achievements | Reviews: 9 (9 +, 0 -), Score: 0
2688000 Jump Froggy! Jump!, $7.99 | Metacritic: 0 | Released: 1/15/2024 0:00 | 3 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2714640 Milf Dream, $7.99 | Metacritic: 0 | Released: 12/17/2023 0:00 | 0 achievements | Reviews: 3 (1 +, 2 -), Score: 0
2705480 Nonogram 3D : Mega Puzzle, $7.99 | Metacritic: 0 | Released: 12/9/2024 0:00 | 39 achievements | Reviews: 22 (21 +, 1 -), Score: 7
2715420 OFFROAD VR, $7.99 | Metacritic: 0 | Released: 12/16/2023 0:00 | 0 achievements | Reviews: 5 (1 +, 4 -), Score: 0
2719650 Project XSTING, $7.99 | Metacritic: 0 | Released: 1/5/2024 | 42 achievements | Reviews: 9 (9 +, 0 -), Score: 0
2716380 Psychological Operation, $7.99 | Metacritic: 0 | Released: 7/28/2024 0:00 | 2 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2711300 Quirkbound, $7.99 | Metacritic: 0 | Released: 11/8/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2710950 Revenge Of The Colon, $7.99 | Metacritic: 0 | Released: 12/22/2023 0:00 | 4 achievements | Reviews: 97 (83 +, 14 -), Score: 8
2699100 Shoot the Robots VR, $7.99 | Metacritic: 0 | Released: 2/29/2024 0:00 | 17 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2695850 SPIRITUS 2, $7.99 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2693380 Survival Mission Z, $7.99 | Metacritic: 0 | Released: 6/21/2024 0:00 | 13 achievements | Reviews: 6 (4 +, 2 -), Score: 0
2719820 Tafl PTK, $7.99 | Metacritic: 0 | Released: 2/29/2024 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2710320 THE DESCENT, $7.99 | Metacritic: 0 | Released: 1/5/2024 0:00 | 17 achievements | Reviews: 28 (22 +, 6 -), Score: 6
2688570 The Inn-Sanity, $7.99 | Metacritic: 0 | Released: 1/9/2025 0:00 | 23 achievements | Reviews: 121 (116 +, 5 -), Score: 8
2694460 The Quantum Conflict, $7.99 | Metacritic: 0 | Released: 7/15/2024 0:00 | 18 achievements | Reviews: 13 (13 +, 0 -), Score: 7
2717750 Tobla - Divine Path, $7.99 | Metacritic: 0 | Released: 3/29/2024 0:00 | 9 achievements | Reviews: 92 (86 +, 6 -), Score: 8
2691790 Bubble Chicken Farm, $8.99 | Metacritic: 0 | Released: 6/20/2024 0:00 | 10 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2697070 Circus of TimTim - Mascot Horror Game, $8.99 | Metacritic: 0 | Released: 3/22/2024 0:00 | 0 achievements | Reviews: 15 (12 +, 3 -), Score: 7
2701060 Deep Despair 3, $8.99 | Metacritic: 0 | Released: 10/22/2024 0:00 | 0 achievements | Reviews: 16 (15 +, 1 -), Score: 7
2695290 EmyLiveShow: Dragon & Mistresses Tale, $8.99 | Metacritic: 0 | Released: 3/29/2024 0:00 | 34 achievements | Reviews: 19 (16 +, 3 -), Score: 7
2704100 Little Heroes, $8.99 | Metacritic: 0 | Released: 11/24/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2706880 Lost Pages: Classic, $8.99 | Metacritic: 0 | Released: 12/17/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2709530 Mechanical Lab, $8.99 | Metacritic: 0 | Released: 8/27/2024 0:00 | 16 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2719970 NovaX, $8.99 | Metacritic: 0 | Released: 1/9/2024 | 1 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2696770 Purrs in Heaven, $8.99 | Metacritic: 0 | Released: 2/7/2024 0:00 | 15 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2715930 Songs of the HMong, $8.99 | Metacritic: 0 | Released: 12/9/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2688890 UFO: Henfield, $8.99 | Metacritic: 0 | Released: 1/25/2024 0:00 | 17 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2700550 Urban Chase, $8.99 | Metacritic: 0 | Released: 2/23/2024 0:00 | 15 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2689090 Would you sell your soul, $8.99 | Metacritic: 0 | Released: 5/26/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2690610 XELAN FORCE, $8.99 | Metacritic: 0 | Released: 2/13/2024 0:00 | 0 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2712580 南栀 Unwavering love, $8.99 | Metacritic: 0 | Released: 2/28/2024 0:00 | 17 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2706710 怪奇帖　～屋上の幽霊と悪魔の儀式～, $8.99 | Metacritic: 0 | Released: 2/4/2024 0:00 | 1 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2706900 花母, $8.99 | Metacritic: 0 | Released: 2/13/2024 0:00 | 15 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2711600 Aery - Ancient Empires, $9.99 | Metacritic: 0 | Released: 8/17/2024 0:00 | 11 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2711630 Aery - Cyber City, $9.99 | Metacritic: 0 | Released: 4/19/2024 0:00 | 10 achievements | Reviews: 5 (5 +, 0 -), Score: 0
2711620 Aery - Midnight Hour, $9.99 | Metacritic: 0 | Released: 10/19/2024 0:00 | 10 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2711610 Aery - Stone Age, $9.99 | Metacritic: 0 | Released: 5/10/2024 0:00 | 11 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2687830 Backstage: Murdered Sleep, $9.99 | Metacritic: 0 | Released: 10/31/2024 0:00 | 0 achievements | Reviews: 4 (2 +, 2 -), Score: 0
2700240 Bloody Ink, $9.99 | Metacritic: 0 | Released: 3/22/2024 0:00 | 34 achievements | Reviews: 14 (13 +, 1 -), Score: 7
2701110 Burning Dead Reloaded, $9.99 | Metacritic: 0 | Released: 2/2/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2718140 Christmas Fables: The Magic Snowflake Collector's Edition, $9.99 | Metacritic: 0 | Released: 12/27/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2706250 Christmas Puzzle 5, $9.99 | Metacritic: 0 | Released: 12/26/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2689480 Christmas Wonderland 14 Collector's Edition, $9.99 | Metacritic: 0 | Released: 12/14/2023 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2711320 CUM Queens 🔞💦, $9.99 | Metacritic: 0 | Released: 2/10/2024 0:00 | 14 achievements | Reviews: 86 (73 +, 13 -), Score: 8
2691560 Dark is the Void, $9.99 | Metacritic: 0 | Released: 1/30/2024 0:00 | 0 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2704270 Dorasyeoda, $9.99 | Metacritic: 0 | Released: 12/21/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2692750 Epic of Brave, $9.99 | Metacritic: 0 | Released: 3/25/2024 0:00 | 29 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2712570 Fantasy Village Simulator, $9.99 | Metacritic: 0 | Released: 6/20/2024 0:00 | 0 achievements | Reviews: 6 (4 +, 2 -), Score: 0
2693810 Galaxy Trek, $9.99 | Metacritic: 0 | Released: 1/1/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2693060 Garten of Banban 7, $9.99 | Metacritic: 0 | Released: 5/10/2024 0:00 | 0 achievements | Reviews: 712 (608 +, 104 -), Score: 8
2701900 Grave Gunner, $9.99 | Metacritic: 0 | Released: 6/3/2024 0:00 | 5 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2706450 Hands of Necromancy II, $9.99 | Metacritic: 0 | Released: 9/16/2024 0:00 | 0 achievements | Reviews: 34 (33 +, 1 -), Score: 7
2690820 Hidden Object Legends: Deadly Love Collector's Edition, $9.99 | Metacritic: 0 | Released: 12/25/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2715790 Horizon of Horus, $9.99 | Metacritic: 0 | Released: 1/3/2024 0:00 | 0 achievements | Reviews: 5 (4 +, 1 -), Score: 0
2706650 Infinite Coaster, $9.99 | Metacritic: 0 | Released: 5/12/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2709880 Justin Freeman's Build A House, $9.99 | Metacritic: 0 | Released: 5/31/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2693650 Kill Invaders, $9.99 | Metacritic: 0 | Released: 3/22/2024 0:00 | 8 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2703100 Kubikon 3D, $9.99 | Metacritic: 0 | Released: 5/23/2024 0:00 | 10 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2719600 Lorhaven: Cursed War, $9.99 | Metacritic: 0 | Released: 1/26/2024 | 32 achievements | Reviews: 9 (8 +, 1 -), Score: 0
2707310 LustVrStudio, $9.99 | Metacritic: 0 | Released: 1/19/2024 0:00 | 0 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2709370 MATH IS HORROR, $9.99 | Metacritic: 0 | Released: 12/12/2023 0:00 | 22 achievements | Reviews: 4 (3 +, 1 -), Score: 0
2717060 MILKING FANTASY, $9.99 | Metacritic: 0 | Released: 6/24/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2706140 Mirage: Beyond The Screen, $9.99 | Metacritic: 0 | Released: 12/13/2023 0:00 | 6 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2701210 MWNeus, $9.99 | Metacritic: 0 | Released: 8/12/2024 0:00 | 12 achievements | Reviews: 74 (57 +, 17 -), Score: 6
2700460 Mystery Box VR: Escape The Room, $9.99 | Metacritic: 0 | Released: 12/5/2023 0:00 | 13 achievements | Reviews: 3 (0 +, 3 -), Score: 0
2698490 Ninja Chowdown: Glaze of Glory, $9.99 | Metacritic: 0 | Released: 7/18/2024 0:00 | 20 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2708000 Ninja I & II, $9.99 | Metacritic: 0 | Released: 8/30/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2709600 Operator Ace's Simple Infinite Survival, $9.99 | Metacritic: 0 | Released: 3/19/2024 0:00 | 0 achievements | Reviews: 4 (3 +, 1 -), Score: 0
2688650 PERFECT CELLS PROJECT, $9.99 | Metacritic: 0 | Released: 7/31/2024 0:00 | 18 achievements | Reviews: 21 (15 +, 6 -), Score: 6
2714260 Pulsar The VR Experience, $9.99 | Metacritic: 0 | Released: 2/14/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2699580 Raven Fighter, $9.99 | Metacritic: 0 | Released: 12/29/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2701050 Risk of Pain, $9.99 | Metacritic: 0 | Released: 12/12/2023 0:00 | 0 achievements | Reviews: 9 (9 +, 0 -), Score: 0
2709870 Run and Retry, $9.99 | Metacritic: 0 | Released: 2/1/2024 0:00 | 20 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2710380 Sakura And The Airyvixen, $9.99 | Metacritic: 0 | Released: 6/23/2024 0:00 | 16 achievements | Reviews: 5 (5 +, 0 -), Score: 0
2701840 Samurai Ninja Wars, $9.99 | Metacritic: 0 | Released: 1/5/2024 0:00 | 10 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2692580 Scary Mine VR, $9.99 | Metacritic: 0 | Released: 12/18/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2688370 Scavenger vr, $9.99 | Metacritic: 0 | Released: 12/6/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2718030 Sea under the sea under the sea, $9.99 | Metacritic: 0 | Released: 3/13/2024 0:00 | 10 achievements | Reviews: 3 (1 +, 2 -), Score: 0
2701450 Skateboard Gravity, $9.99 | Metacritic: 0 | Released: 1/30/2024 0:00 | 5 achievements | Reviews: 5 (4 +, 1 -), Score: 0
2700280 Sky Mad, $9.99 | Metacritic: 0 | Released: 5/14/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2697690 Space Detective: The Case of the Rebel Robot, $9.99 | Metacritic: 0 | Released: 12/8/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2696570 Storm's Eye, $9.99 | Metacritic: 0 | Released: 4/22/2024 0:00 | 47 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2709710 Succubus 2069, $9.99 | Metacritic: 0 | Released: 7/15/2024 0:00 | 7 achievements | Reviews: 23 (12 +, 11 -), Score: 5
2709060 Super Retro BoxBot, $9.99 | Metacritic: 0 | Released: 1/8/2024 0:00 | 15 achievements | Reviews: 13 (13 +, 0 -), Score: 7
2698600 Swing By, $9.99 | Metacritic: 0 | Released: 3/22/2024 0:00 | 0 achievements | Reviews: 9 (9 +, 0 -), Score: 0
2709400 Tanks Etc., $9.99 | Metacritic: 0 | Released: 1/11/2024 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2687990 The Black Guards of Odom - Desert Town Prison, $9.99 | Metacritic: 0 | Released: 12/15/2023 0:00 | 0 achievements | Reviews: 27 (21 +, 6 -), Score: 6
2707090 The Nefargad, $9.99 | Metacritic: 0 | Released: 12/23/2023 0:00 | 18 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2718570 They Came From Venus, $9.99 | Metacritic: 0 | Released: 7/22/2024 0:00 | 17 achievements | Reviews: 11 (2 +, 9 -), Score: 3
2706780 To Tell the Truth, $9.99 | Metacritic: 0 | Released: 2/14/2024 0:00 | 10 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2712810 Troopstuck, $9.99 | Metacritic: 0 | Released: 12/12/2023 0:00 | 9 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2694360 Twistingo: Hummingbird Haven Collector's Edition, $9.99 | Metacritic: 0 | Released: 12/3/2023 0:00 | 0 achievements | Reviews: 4 (3 +, 1 -), Score: 0
2701420 Unbeatable professional me with 100 girlfriends, $9.99 | Metacritic: 0 | Released: 5/17/2024 0:00 | 0 achievements | Reviews: 19 (14 +, 5 -), Score: 6
2687610 Walrus Run, $9.99 | Metacritic: 0 | Released: 11/4/2024 0:00 | 12 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2698320 Zero Conflict TD, $9.99 | Metacritic: 0 | Released: 12/1/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2698340 A different summer, $10.99 | Metacritic: 0 | Released: 12/12/2023 0:00 | 0 achievements | Reviews: 16 (12 +, 4 -), Score: 6
2719920 Asylum Nightmares, $10.99 | Metacritic: 0 | Released: 7/1/2024 | 41 achievements | Reviews: 5 (4 +, 1 -), Score: 0
2719250 Curse Errant, $10.99 | Metacritic: 0 | Released: 2/27/2024 | 0 achievements | Reviews: 18 (14 +, 4 -), Score: 6
2696060 Elf Discipline Ceremony, $10.99 | Metacritic: 0 | Released: 2/23/2024 0:00 | 24 achievements | Reviews: 23 (15 +, 8 -), Score: 5
2715830 FUREA UERZT, $10.99 | Metacritic: 0 | Released: 5/16/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2693830 Panda Magix : Golden Trains Edition - Slots, $10.99 | Metacritic: 0 | Released: 11/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2705570 Road Place, $10.99 | Metacritic: 0 | Released: 9/27/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2704930 规则怪谈：盛崖小区, $10.99 | Metacritic: 0 | Released: 10/23/2024 0:00 | 24 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2700260 12 Labours of Hercules XVI: Olympic Bugs, $11.99 | Metacritic: 0 | Released: 2/1/2024 0:00 | 25 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2691220 Ara Ara Auntie Incest, $11.99 | Metacritic: 0 | Released: 1/12/2024 0:00 | 16 achievements | Reviews: 6 (6 +, 0 -), Score: 0
2712920 Band of Brigands, $11.99 | Metacritic: 0 | Released: 4/25/2024 0:00 | 0 achievements | Reviews: 8 (8 +, 0 -), Score: 0
2717480 Envelope, $11.99 | Metacritic: 0 | Released: 9/4/2024 0:00 | 17 achievements | Reviews: 33 (30 +, 3 -), Score: 7
2694520 Gallery of Things: Reveries, $11.99 | Metacritic: 0 | Released: 12/21/2023 0:00 | 12 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2703180 Isabella: Chasing Shadows, $11.99 | Metacritic: 0 | Released: 6/21/2024 0:00 | 6 achievements | Reviews: 24 (21 +, 3 -), Score: 7
2697200 Lunar's Chosen - Episode 2, $11.99 | Metacritic: 0 | Released: 3/28/2024 0:00 | 0 achievements | Reviews: 44 (33 +, 11 -), Score: 6
2708720 MistsBook, $11.99 | Metacritic: 0 | Released: 7/18/2024 0:00 | 48 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2710090 Nature Escapes 5, $11.99 | Metacritic: 0 | Released: 3/28/2024 0:00 | 24 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2693940 NEODUEL: Backpack Monsters, $11.99 | Metacritic: 0 | Released: 9/30/2024 0:00 | 34 achievements | Reviews: 68 (56 +, 12 -), Score: 8
2710100 Nightshade Mysteries: Eternal Moon, $11.99 | Metacritic: 0 | Released: 11/4/2024 0:00 | 18 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2716960 PizzaPanic, $11.99 | Metacritic: 0 | Released: 12/1/2024 0:00 | 20 achievements | Reviews: 6 (5 +, 1 -), Score: 0
2714170 Pleasure Thieves, $11.99 | Metacritic: 0 | Released: 6/17/2024 0:00 | 0 achievements | Reviews: 11 (7 +, 4 -), Score: 5
2711230 Red Planet Rampart, $11.99 | Metacritic: 0 | Released: 6/9/2024 0:00 | 8 achievements | Reviews: 6 (5 +, 1 -), Score: 0
2710080 Silverwood Bay: An Eleanor Grey Mystery, $11.99 | Metacritic: 0 | Released: 4/6/2024 0:00 | 14 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2689600 SOS Zombie Survivors, $11.99 | Metacritic: 0 | Released: 11/28/2023 0:00 | 1 achievements | Reviews: 4 (1 +, 3 -), Score: 0
2691470 Lisa Total investigation!, $12.00 | Metacritic: 0 | Released: 2/23/2024 0:00 | 98 achievements | Reviews: 15 (12 +, 3 -), Score: 7
2715390 Call of Farming : Together, $12.99 | Metacritic: 0 | Released: 1/4/2024 0:00 | 0 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2693930 Dice & Fold, $12.99 | Metacritic: 0 | Released: 6/24/2024 0:00 | 177 achievements | Reviews: 870 (754 +, 116 -), Score: 8
2687600 Doppelgänger, $12.99 | Metacritic: 0 | Released: 12/21/2023 0:00 | 20 achievements | Reviews: 34 (34 +, 0 -), Score: 7
2696390 Guns And Draguns, $12.99 | Metacritic: 0 | Released: 9/5/2024 0:00 | 57 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2719270 Last Caveman, $12.99 | Metacritic: 0 | Released: 12/16/2023 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2693860 NARIBIKIMURA, $12.99 | Metacritic: 0 | Released: 8/16/2024 0:00 | 13 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2691900 The Little Witch and The Lost Memories, $12.99 | Metacritic: 0 | Released: 7/24/2024 0:00 | 10 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2692890 Castle of Lord Velimir, $13.99 | Metacritic: 0 | Released: 9/5/2024 0:00 | 0 achievements | Reviews: 4 (3 +, 1 -), Score: 0
2695400 Chaos Adventure, $13.99 | Metacritic: 0 | Released: 3/20/2024 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2719720 Fly Hands, $13.99 | Metacritic: 0 | Released: 3/26/2024 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2706560 Multiworlds, $13.99 | Metacritic: 0 | Released: 12/11/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
